"scraped_at","cluster_code","clean_list_name","work_order_number","vendor_label","area","status_rfs","document_cw_atp_status","document_full_opm_status","document_rfs_status","document_fac_status","worst_document_status","summary_source_url"
"19-Aug-26 5:30:24 PM","TRG000038","LOA IPUH RT 71 SAMPAI 75 KUTAI KARTANEGARA","WO/KUTAI KARTANEGARA/2026/INST/10/8313","Technology Karya Mandiri","KUTAI KARTANEGARA","","-","-","-","-","UNKNOWN","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=TRG000038&work_order_number=WO%2FKUTAI%20KARTANEGARA%2F2026%2FINST%2F10%2F8313&vendor_label=Technology%20Karya%20Mandiri"
