"scraped_at","cluster_code","clean_list_name","work_order_number","route","scope","phase","route_summary_status","astri_type","astri_label","derived_status","file_count","upload_date","verified_by","verified_at","revision_by","revision_at","revision_remark","filename","detail_url"
"19-Aug-26 5:41:27 PM","TRG000038","LOA IPUH RT 71 SAMPAI 75 KUTAI KARTANEGARA","WO/KUTAI KARTANEGARA/2026/INST/10/8313","ATP SUBFEEDER - RFS","SUBFEEDER","RFS","-","as_built_drawing_subfeeder_kmz","ABD Subfeeder kmz","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/rfs?cluster_code=TRG000038&work_order_number=WO%2FKUTAI%20KARTANEGARA%2F2026%2FINST%2F10%2F8313&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:27 PM","TRG000038","LOA IPUH RT 71 SAMPAI 75 KUTAI KARTANEGARA","WO/KUTAI KARTANEGARA/2026/INST/10/8313","ATP SUBFEEDER - RFS","SUBFEEDER","RFS","-","build_of_quantity_subfeeder_as_built_drawing","BoQ Subfeeder ABD","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/rfs?cluster_code=TRG000038&work_order_number=WO%2FKUTAI%20KARTANEGARA%2F2026%2FINST%2F10%2F8313&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:27 PM","TRG000038","LOA IPUH RT 71 SAMPAI 75 KUTAI KARTANEGARA","WO/KUTAI KARTANEGARA/2026/INST/10/8313","ATP SUBFEEDER - RFS","SUBFEEDER","RFS","-","build_of_quantity_subfeeder_as_plan_drawing","BoQ Subfeeder APD","ON REVIEW","1","2026-08-06 12:38:11",,,,,,"build_of_quantity_subfeeder_as_plan_drawing_TRG000038_20260806123811_TRG000035  APD BOQ SUBFEEDER LOA IPUH RT 71 SAMPAI 75 KUTAI KARTANEGARA.xlsx","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/rfs?cluster_code=TRG000038&work_order_number=WO%2FKUTAI%20KARTANEGARA%2F2026%2FINST%2F10%2F8313&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:27 PM","TRG000038","LOA IPUH RT 71 SAMPAI 75 KUTAI KARTANEGARA","WO/KUTAI KARTANEGARA/2026/INST/10/8313","ATP SUBFEEDER - RFS","SUBFEEDER","RFS","-","justifikasi_berita_acara_opname","Justifikasi Berita Acara Opname","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/rfs?cluster_code=TRG000038&work_order_number=WO%2FKUTAI%20KARTANEGARA%2F2026%2FINST%2F10%2F8313&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:27 PM","TRG000038","LOA IPUH RT 71 SAMPAI 75 KUTAI KARTANEGARA","WO/KUTAI KARTANEGARA/2026/INST/10/8313","ATP SUBFEEDER - RFS","SUBFEEDER","RFS","-","subfeeder_project_opname","Project Opname Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/rfs?cluster_code=TRG000038&work_order_number=WO%2FKUTAI%20KARTANEGARA%2F2026%2FINST%2F10%2F8313&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","as_plan_drawing_dwg","APD DWG Cluster","APPROVED","1","2026-07-17 10:27:55","dwi.mahardianto",,,,,"as_plan_drawing_dwg_PBL000343_20260717102755_APD RONDOKUNING RW 03 PROBOLINGGO.dwg","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","as_plan_drawing_kmz","APD KMZ Cluster","APPROVED","1","2026-07-17 10:27:56","dwi.mahardianto",,,,,"as_plan_drawing_kmz_PBL000343_20260717102755_PBL000343.kmz","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","as_plan_drawing_subfeeder_kmz","APD Subfeeder kmz","APPROVED","1","2026-07-28 14:53:59","dwi.mahardianto",,,,,"as_plan_drawing_subfeeder_kmz_PBL000343_20260728145358_SF PBL000343.kmz","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","permit_subfeeder","BA Permit Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","permit_cluster_aggreement","Berita Acara Kesepakatan","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","permit_open","Berita Acara Open","APPROVED","1","2025-12-08 10:41:07","Sari","2026-07-10 19:16:59",,,,"permit_open_PBL000343_20251208104107_BA_Open_Rondokuning_RW_03.pdf","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","donation_approval","Cluster Approval Proposal","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","civil_work_acceptance_test","CW ATP","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","subfeeder_civil_work_acceptance_test","CW ATP Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","cluster_survey_form","Form Cluster Survey","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","permit_vip_form","Form Free Layanan","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","homepass_database","Homepass Database","APPROVED","1","2026-07-17 10:27:55","dwi.mahardianto",,,,,"homepass_database_PBL000343_20260717102754_05. APD HPDB  RONDOKUNING RW 03 PROBOLINGGO.xlsx","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","rough_design_layout","Layout SnD Kasar","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","sales_validation_layout","Layout Validasi Sales","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","ptsp","PTSP","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","redline","Redline","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","subfeeder_redline","Redline Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","rekomtek","Rekomtek","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:47 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","tssr","TSSR","APPROVED","1","2026-07-17 10:27:57","dwi.mahardianto",,,,,"tssr_PBL000343_20260717102756_PBL000343  TSSR RONDOKUNING RW 03 PROBOLINGGO.pdf","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:41:55 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - FULL OPM","CLUSTER","FULL OPM","-","opm_otdr_acceptance_test","OPM / OTDR ATP","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/full-opm?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:05 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - RFS","CLUSTER","RFS","-","build_of_quantity_as_built_drawing","ABD BoQ Cluster","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:05 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - RFS","CLUSTER","RFS","-","as_built_drawing_dwg","ABD Cluster DWG","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:05 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - RFS","CLUSTER","RFS","-","as_built_drawing_kmz","ABD Cluster KMZ","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:05 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - RFS","CLUSTER","RFS","-","build_of_quantity_as_plan_drawing","BoQ APD","APPROVED","1","2026-07-17 10:27:56","dwi.mahardianto",,,,,"build_of_quantity_as_plan_drawing_PBL000343_20260717102756_APD BOQ  RONDOKUNING RW 03 PROBOLINGGO.xlsx","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:05 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - RFS","CLUSTER","RFS","-","core_management","Core Management","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:05 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - RFS","CLUSTER","RFS","-","justifikasi_berita_acara_opname","Justifikasi Berita Acara Opname","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:05 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - RFS","CLUSTER","RFS","-","project_opname","Project Opname","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:05 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP CLUSTER - RFS","CLUSTER","RFS","-","subfeeder_project_opname","Project Opname Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:13 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","PROJECT OPNAME - CLUSTER","CLUSTER","PROJECT OPNAME","","","","PROJECT_OPNAME_NOT_FOUND","","","","","","","","",""
"19-Aug-26 5:42:27 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - CW ATP","SUBFEEDER","CW ATP","-","as_plan_drawing_core_management_subfeeder","APD Core Management Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:27 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - CW ATP","SUBFEEDER","CW ATP","-","as_plan_drawing_subfeeder_dwg","APD Subfeeder dwg","APPROVED","1","2026-07-28 14:53:58","dwi.mahardianto",,,,,"as_plan_drawing_subfeeder_dwg_PBL000343_20260728145358_APD SF RONDOKUNING RW 03 PROBOLINGGO.dwg","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:27 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - CW ATP","SUBFEEDER","CW ATP","-","as_plan_drawing_subfeeder_kmz","APD Subfeeder kmz","APPROVED","1","2026-07-28 14:53:59","dwi.mahardianto",,,,,"as_plan_drawing_subfeeder_kmz_PBL000343_20260728145358_SF PBL000343.kmz","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:27 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - CW ATP","SUBFEEDER","CW ATP","-","permit_subfeeder","BA Permit Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:27 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - CW ATP","SUBFEEDER","CW ATP","-","subfeeder_civil_work_acceptance_test","CW ATP Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:27 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - CW ATP","SUBFEEDER","CW ATP","-","subfeeder_redline","Redline Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:37 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - FULL OPM","SUBFEEDER","FULL OPM","-","subfeeder_opm_otdr_acceptance_test","OPM / OTDR Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/full-opm?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:45 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - RFS","SUBFEEDER","RFS","-","as_built_drawing_core_management_subfeeder","ABD Core Management Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:45 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - RFS","SUBFEEDER","RFS","-","as_build_drawing_subfeeder_dwg","ABD Subfeeder dwg","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:45 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - RFS","SUBFEEDER","RFS","-","as_built_drawing_subfeeder_kmz","ABD Subfeeder kmz","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:45 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - RFS","SUBFEEDER","RFS","-","build_of_quantity_subfeeder_as_built_drawing","BoQ Subfeeder ABD","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:45 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - RFS","SUBFEEDER","RFS","-","build_of_quantity_subfeeder_as_plan_drawing","BoQ Subfeeder APD","APPROVED","1","2026-07-28 14:53:59","dwi.mahardianto",,,,,"build_of_quantity_subfeeder_as_plan_drawing_PBL000343_20260728145359_APD BOQ  SF RONDOKUNING RW 03 PROBOLINGGO.xlsx","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:45 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - RFS","SUBFEEDER","RFS","-","justifikasi_berita_acara_opname","Justifikasi Berita Acara Opname","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:42:45 PM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","ATP SUBFEEDER - RFS","SUBFEEDER","RFS","-","subfeeder_project_opname","Project Opname Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/subfeeder/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:43:06 PM","BLT000695","BENCE RW 06 BLITAR","WO/BLITAR/2026/INST/10/8309","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","as_plan_drawing_dwg","APD DWG Cluster","APPROVED","1","2026-08-04 11:43:29","ifam.famula",,,,,"as_plan_drawing_dwg_BLT000695_20260804114328_BLT000695  DWG APD BENCE RW 06 BLITAR.dwg","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=BLT000695&work_order_number=WO%2FBLITAR%2F2026%2FINST%2F10%2F8309&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:43:06 PM","BLT000695","BENCE RW 06 BLITAR","WO/BLITAR/2026/INST/10/8309","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","-","as_plan_drawing_kmz","APD KMZ Cluster","APPROVED","3","2026-08-10 11:48:23","ifam.famula",,,,,"as_plan_drawing_kmz_BLT000695_20260810114823_BLT000695  KMZ APD BENCE RW 06 BLITAR.kmz","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=BLT000695&work_order_number=WO%2FBLITAR%2F2026%2FINST%2F10%2F8309&vendor_label=Technology%20Karya%20Mandiri"
