cutoff_group,cluster_name,cluster_code,regional_name,province_name,city_name,team_name,rpm,sm,spv,status_current,status_bak,status_valsal,status_batch_approval,status_drm,status_atp,status_checklist_document,hp_plan,homepass_bak,homepass_valsal,hp_donasi,homepass_drm,olt_name,ba_open_date,bak_date,valsal_date,submission_date,released_at,drm_date,email_atp_date,actual_atp_date,rfs_date,rfs_cluster_id,po_type,INITIAL,po_number,po_date,po_value,status_po,po_version_label,remark_po,remark_general
IMPLEMENTASI,DUSUN KEBONDUREN KATES TULUNGAGUNG,TLG000438,REGIONAL 3,JATIM,TULUNGAGUNG,,,,,IMPLEMENTASI,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,294,,,,,,,4/13/2026,,,,,,,,,,,,,
IMPLEMENTASI,DUSUN SENDUNG KATES TULUNGAGUNG,TLG000439,REGIONAL 3,JATIM,TULUNGAGUNG,,,,,IMPLEMENTASI,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,263,,,,,,,4/13/2026,,,,,,,,,,,,,
IMPLEMENTASI,DUSUN JATISARI KATES TULUNGAGUNG,TLG000437,REGIONAL 3,JATIM,TULUNGAGUNG,,,,,IMPLEMENTASI,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,389,,,,,,,4/14/2026,,,,,,,,,,,,,
IMPLEMENTASI,"UJUNG BARU RW 04, 05 DAN 06 PARE PARE",PRE000030,REGIONAL 5,SULSEL,PAREPARE,,,,,IMPLEMENTASI,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,237,,,,,,,4/12/2026,,,,,,,,,,,,,
IMPLEMENTASI,GROGOL RW 01 DEMAK,DMK001557,REGIONAL 3,JATENG,DEMAK,,,,,IMPLEMENTASI,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,219,,,,,,,4/17/2026,,,,,,,,,,,,,
IMPLEMENTASI,GROGOL RW 02 DEMAK,DMK001558,REGIONAL 3,JATENG,DEMAK,,,,,IMPLEMENTASI,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,221,,,,,,,4/17/2026,,,,,,,,,,,,,
IMPLEMENTASI,DUSUN MUTADHAHUDDIN KAMPUNG JAWA LAMA LHOKSEUMAWE ,LSM000024,REGIONAL 1,NAD, LHOKSEUMAWE ,,,,,IMPLEMENTASI,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,325,,,,,,,4/21/2026,,,,,,,,,,,,,
IMPLEMENTASI,LINGKUNGAN IX NATAR LAMPUNG,,REGIONAL 1,SUMSEL,LAMPUNG,,,,,IMPLEMENTASI,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,138,,,,,,,4/25/2026,,,,,,,,,,,,,
IMPLEMENTASI,DUSUN BANJARSARI II GEDONG TATAAN LAMPUNG,,REGIONAL 1,SUMSEL,LAMPUNG,,,,,IMPLEMENTASI,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,130,,,,,,,4/21/2026,,,,,,,,,,,,,
IMPLEMENTASI,KELURAHAN KAMPUNG BARU,,REGIONAL 1,NAD,ACEH,,,,,IMPLEMENTASI,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,1203,,,,,,,5/6/2026,,,,,,,,,,,,,
IMPLEMENTASI,MUARA CIUJUNG TMUR RW 12 DAN 21 RANGKASBITUNG,,REGIONAL 2,BANTEN,RANGKASBITUNG,,,,,IMPLEMENTASI,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,198,,,,,,,5/6/2026,,,,,,,,,,,,,
DRM,TAMBAKBOYO RW 08 PEDAN,KLN000817,REGIONAL 3,JATENG,KLATEN,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,379,,,,,,,6/19/2025,,,,,CLUSTER,INITIAL,7400085160,7/11/2025,88702500,,v1,PO AWAL,
DRM,OPEN AREA KARANGANOM KLATEN,KLN000733,REGIONAL 3,JATENG,KLATEN,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,166,,,,,,,6/19/2025,,,,,CLUSTER,INITIAL,7400085173,7/11/2025,52083950,,v1,PO AWAL,
DRM,Desa Kayawu Tomohon Utara,MND000363,REGIONAL 5,SULUT,MANADO,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,436,,,,,,,1/28/2026,,,,,CLUSTER,INITIAL,7400114956,2/26/2026,89517500,,v1,PO AWAL,
DRM,PERUMAHAN AZZUHARA RESIDENCE 4 JAMBI,JMB001182,REGIONAL 1,JAMBI,JAMBI,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,101,,,,,,,2/12/2026,,,,,,,,,,,,,
DRM,PERUMAHAN ANAGATA RESIDENCE JAMBI,JMB001177,REGIONAL 1,JAMBI,JAMBI,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,88,,,,,,,2/14/2026,,,,,,,,,,,,,
DRM,Open Area Jl Joyoboyo Sekoto Kediri,KDR000253,REGIONAL 3,JATIM,KEDIRI,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,150,,,,,,,3/12/2026,,,,,CLUSTER,INITIAL,7400119814,4/6/2026,77889750,,v1,PO AWAL,
DRM,Desa Lansot Tomohon Selatan,MND000291,REGIONAL 5,SULUT,MANADO,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,364,,,,,,,2/5/2026,,,,,,,,,,,,,
DRM,OPEN AREA OELTUA KUPANG,KPG000233,REGIONAL 3,NTT,KUPANG,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,107,,,,,,,4/6/2026,,,,,CLUSTER,INITIAL,7400121923,4/20/2026,59596750,,v1,PO AWAL,
DRM,BAUMATA UTARA RW 01 KUPANG,KPG000232,REGIONAL 3,NTT,KUPANG,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,117,,,,,,,4/6/2026,,,,,CLUSTER,INITIAL,7400121921,4/20/2026,69955500,,v1,PO AWAL,
DRM,KABEKELAN RW 01 KEBUMEN,KBM000477,REGIONAL 3,JATENG,KEBUMEN,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,162,,,,,,,4/8/2026,,,,,,,,,,,,,
DRM,PAL LIMA RW 01 PONTIANAK,PTK000366,REGIONAL 4,KALBAR,PONTIANAK,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,658,,,,,,,4/20/2026,,,,,,,,,,,,,
DRM,BIDARA CINA RW 10 (CIPINANG D),JKT003189,REGIONAL 2,JAKARTA,JAKARTA TIMUR,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,340,,,,,,,4/19/2026,,,,,,,,,,,,,
DRM,PERUMAHAN GRIYA UTAMA BANGKALAN,BKL000018,REGIONAL 3,JATIM,BANGKALAN,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,565,,,,,,,4/20/2026,,,,,,,,,,,,,
DRM,PERUMAHAN GRIYA HUTUO PERMAI GORONTALO,GTO000112,REGIONAL 5,GORONTALO,GORONTALO,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,149,,,,,,,4/17/2026,,,,,,,,,,,,,
DRM,PERUMAHAN GRIYA NINDY PERMAI GORONTALO,GTO000184,REGIONAL 5,GORONTALO,GORONTALO,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,191,,,,,,,4/17/2026,,,,,,,,,,,,,
DRM,PERUMAHAN GRAHA ALAM SUTRA GORONTALO,GTO000183,REGIONAL 5,GORONTALO,GORONTALO,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,86,,,,,,,4/17/2026,,,,,,,,,,,,,
DRM,PERUMAHAN CITRA AGRINDO GORONTALO,GTO000182,REGIONAL 5,GORONTALO,GORONTALO,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,300,,,,,,,4/18/2026,,,,,,,,,,,,,
DRM,PURWOSARI RW 02 PURWOREJO,PWR000172,REGIONAL 3,JATENG,PURWOREJO,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,285,,,,,,,4/28/2026,,,,,,,,,,,,,
DRM,TEPUSEN RW 02 TEMANGGUNG,TMG000277,REGIONAL 3,JATENG,TEMANGGUNG,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,,,,,,,,,,,,,,,,,,,,,
DRM,SAMIRANAN RW 01 SAMPAI RW 04 TEMANGGUNG,TMG000413,REGIONAL 3,JATENG,TEMANGGUNG,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,,,,,,,,,,,,,,,,,,,,,
DRM,OPEN AREA JL. SLAMET RIYADI BATARAN PATRANG,JMR000280,REGIONAL 3,JATIM,JEMBER,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,257,,,,,,,4/28/2026,,,,,,,,,,,,,
DRM,GEBANG RW 01 KALIWATES JEMBER,,REGIONAL 3,JATIM,JEMBER,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,192,,,,,,,4/30/2026,,,,,,,,,,,,,
DRM,DUSUN KANDANGAN II BOJONEGORO,,REGIONAL 3,JATIM,BOJONEGORO,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,447,,,,,,,5/2/2026,,,,,,,,,,,,,
DRM,BANJARSARI RW 01,,REGIONAL 3,JATIM,BANYUWANGI,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,160,,,,,,,5/1/2026,,,,,,,,,,,,,
DRM,TERUNGKULON RW 01 SIDOARJO,,REGIONAL 3,JATIM,SURABAYA,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,582,,,,,,,4/30/2026,,,,,,,,,,,,,
DRM,LANGKAP RW 04 BANGKALAN,,REGIONAL 3,JATIM,BANGKALAN,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,237,,,,,,,4/27/2026,,,,,,,,,,,,,
DRM,LINGKUNGAN 5 MANEMBO NEMBO ATAS BITUNG,,REGIONAL 5,SULUT,BITUNG,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,681,,,,,,,4/20/2026,,,,,,,,,,,,,
DRM,PAL LIMA RW 02 PONTIANAK,,REGIONAL 4,KALBAR,PONTIANAK,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,425,,,,,,,4/22/2026,,,,,,,,,,,,,
DRM,KELURAHAN SAGERAT MATUARI BITUNG,,REGIONAL 5,SULUT,BITUNG,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,592,,,,,,,5/4/2026,,,,,,,,,,,,,
DRM,KELURAHAN SENGETI TAHAP 1 JAMBI,,REGIONAL 1,JAMBI,JAMBI,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,1182,,,,,,,5/4/2026,,,,,,,,,,,,,
DRM,DUSUN KANDANGAN I BOJONEGORO,,REGIONAL 3,JATIM,BOJONEGORO,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,323,,,,,,,5/6/2026,,,,,,,,,,,,,
DRM,RANCAPANGGUNG RW 13 BANDUNG,,REGIONAL 2,JABAR,BANDUNG,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,118,,,,,,,5/5/2026,,,,,,,,,,,,,
DRM,RANCAPANGGUNG RW 12 BANDUNG,,REGIONAL 2,JABAR,BANDUNG,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,97,,,,,,,5/5/2026,,,,,,,,,,,,,
DRM,RANCAPANGGUNG RW 11 BANDUNG,,REGIONAL 2,JABAR,BANDUNG,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,114,,,,,,,5/5/2026,,,,,,,,,,,,,
DRM,RANCAPANGGUNG RW 10 BANDUNG,,REGIONAL 2,JABAR,BANDUNG,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,168,,,,,,,5/5/2026,,,,,,,,,,,,,
DRM,RANCAPANGGUNG RW 08 BANDUNG,,REGIONAL 2,JABAR,BANDUNG,,,,,DRM,DONE,DONE,RELEASED,DONE,,NOT STARTED,,,,,118,,,,,,,5/5/2026,,,,,,,,,,,,,
