"scraped_at","route","scope","phase","cluster_code","clean_list_name","work_order_number","vendor_label","astri_type","astri_label","derived_status","file_count","upload_date","verified_by","verified_at","revision_by","revision_at","revision_remark","filename","detail_url"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","as_plan_drawing_dwg","APD DWG Cluster","APPROVED","1","2026-07-17 10:27:55","dwi.mahardianto",,,,,"as_plan_drawing_dwg_PBL000343_20260717102755_APD RONDOKUNING RW 03 PROBOLINGGO.dwg","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","as_plan_drawing_kmz","APD KMZ Cluster","APPROVED","1","2026-07-17 10:27:56","dwi.mahardianto",,,,,"as_plan_drawing_kmz_PBL000343_20260717102755_PBL000343.kmz","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","as_plan_drawing_subfeeder_kmz","APD Subfeeder kmz","APPROVED","1","2026-07-28 14:53:59","dwi.mahardianto",,,,,"as_plan_drawing_subfeeder_kmz_PBL000343_20260728145358_SF PBL000343.kmz","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","permit_subfeeder","BA Permit Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","permit_cluster_aggreement","Berita Acara Kesepakatan","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","permit_open","Berita Acara Open","APPROVED","1","2025-12-08 10:41:07","Sari","2026-07-10 19:16:59",,,,"permit_open_PBL000343_20251208104107_BA_Open_Rondokuning_RW_03.pdf","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","donation_approval","Cluster Approval Proposal","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","civil_work_acceptance_test","CW ATP","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","subfeeder_civil_work_acceptance_test","CW ATP Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","cluster_survey_form","Form Cluster Survey","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","permit_vip_form","Form Free Layanan","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","homepass_database","Homepass Database","APPROVED","1","2026-07-17 10:27:55","dwi.mahardianto",,,,,"homepass_database_PBL000343_20260717102754_05. APD HPDB  RONDOKUNING RW 03 PROBOLINGGO.xlsx","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","rough_design_layout","Layout SnD Kasar","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","sales_validation_layout","Layout Validasi Sales","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","ptsp","PTSP","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","redline","Redline","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","subfeeder_redline","Redline Subfeeder","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","rekomtek","Rekomtek","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:03 PM","ATP CLUSTER - CW ATP","CLUSTER","CW ATP","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","tssr","TSSR","APPROVED","1","2026-07-17 10:27:57","dwi.mahardianto",,,,,"tssr_PBL000343_20260717102756_PBL000343  TSSR RONDOKUNING RW 03 PROBOLINGGO.pdf","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/cw-atp?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:27 PM","ATP CLUSTER - FULL OPM","CLUSTER","FULL OPM","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","opm_otdr_acceptance_test","OPM / OTDR ATP","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/full-opm?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
"19-Aug-26 5:03:33 PM","ATP CLUSTER - RFS","CLUSTER","RFS","PBL000343","RONDOKUNING RW 03 PROBOLINGGO","WO/PROBOLINGGO/2026/INST/10/8311","Technology Karya Mandiri","build_of_quantity_as_built_drawing","ABD BoQ Cluster","NOT UPLOADED","0","","","","","","","","https://astri.morarepublic.co.id/rfs-document/list/by-invoice-phase/rfs?cluster_code=PBL000343&work_order_number=WO%2FPROBOLINGGO%2F2026%2FINST%2F10%2F8311&vendor_label=Technology%20Karya%20Mandiri"
